frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.987719, 1, 0.207289, 0.188186, -0.960009, -0.111514, 0.205382, -0.972308, -17.1668, 15.4097, 301.847, 0.165114, 0.047903, 0.0115321, 170.89, 174.219, 179.066, 185.223, 197.379, 217.614, 238.692, 263.067, 290.125, 317.475, 343.708, 367.582, 386.823, 398.765, 405.115, 410.724, 414.774, 184.48, 201.165, 225.21, 249.429, 272.237, 314.848, 338.898, 361.899, 384.703, 400.901, 293.52, 293.189, 292.822, 292.667, 267.388, 279.346, 291.094, 303.708, 314.985, 212.651, 226.522, 242.838, 255.721, 241.432, 225.753, 328.82, 342.597, 358.867, 371.527, 359.06, 343.571, 243.227, 261.95, 278.714, 290.123, 302.543, 319.919, 336.768, 319.54, 302.277, 288.909, 276.235, 259.914, 250.989, 278.062, 290.015, 302.555, 329.063, 302.052, 289.299, 277.319, 197.001, 229.787, 261.568, 292.119, 322.085, 347.866, 369.015, 386.584, 391.503, 385.659, 367.678, 346.772, 322.742, 294.199, 263.386, 232.048, 200.851, 176.53, 162.834, 160.348, 165.215, 174.585, 175.162, 166.376, 163.321, 165.336, 176.659, 200.637, 219.648, 238.912, 259.139, 273.94, 278.546, 282.316, 279.106, 275.148, 201.455, 195.805, 195.698, 202.979, 207.684, 207.24, 204.423, 197.467, 198.21, 204.21, 209.713, 209.312, 313.882, 308.587, 306.669, 310.099, 307.472, 310.844, 316.153, 329.628, 335.302, 336.334, 334.98, 328.223, 314.987, 317.473, 319.039, 317.841, 316.922, 318.744, 320.154, 318.919, -103.52, -102.524, -100.43, -96.3755, -86.0631, -69.8965, -53.839, -36.538, -19.0122, -1.63604, 15.8026, 32.3019, 45.3426, 52.7671, 56.4934, 59.8679, 62.183, -85.3431, -72.5095, -56.1336, -40.7809, -27.1205, -2.93134, 10.8814, 24.4809, 38.4883, 49.4422, -15.1081, -15.0767, -15.056, -14.9415, -30.5298, -23.4309, -16.5816, -9.36602, -2.89102, -66.1449, -56.9105, -46.6929, -38.8159, -47.5121, -57.4294, 5.2819, 13.5416, 23.3807, 31.3211, 23.5445, 14.1542, -47.649, -34.7631, -24.2431, -17.5145, -10.2476, -0.0484126, 10.3342, -0.277516, -10.549, -18.4303, -26.0002, -36.335, -42.4627, -24.8091, -17.7196, -10.3282, 5.54147, -10.6327, -18.1096, -25.2511, -29.8518, -7.18272, 15.3694, 37.2691, 57.612, 73.6377, 85.4287, 94.0741, 96.4144, 94.3873, 85.1027, 72.4834, 56.1445, 36.3091, 15.5218, -5.24776, -25.6863, -39.97, -47.0845, -47.1691, -43.2159, -37.1434, -36.8896, -42.3917, -44.8016, -44.414, -38.7103, -22.4588, -11.4444, -0.602904, 10.4625, 19.6949, 22.2155, 24.2747, 22.4815, 20.2634, -23.75, -26.9063, -26.8084, -22.3557, -19.5426, -19.962, -21.3063, -25.4884, -25.1386, -21.755, -18.2562, -18.4274, 45.8549, 41.0734, 39.1476, 41.0926, 39.6079, 42.3255, 46.9331, 54.0726, 56.7237, 57.1043, 56.4261, 53.3497, 46.1397, 45.8306, 46.7079, 46.0855, 47.0317, 46.648, 47.2809, 46.6907, 347.125, 351.636, 356.303, 357.536, 350.93, 341.338, 331.08, 320.887, 318.194, 324, 333.27, 339.43, 339.275, 334.964, 331.865, 329.946, 328.059, 314.873, 305.085, 296.095, 288.935, 283.906, 284.474, 287.892, 292.139, 297.424, 305.572, 285.275, 281.168, 276.99, 273.328, 290.143, 288.173, 286.825, 287.44, 288.261, 308.083, 304.406, 302.563, 301.933, 302.364, 304.675, 299.436, 299.629, 300.775, 303.927, 301.386, 300.24, 310.326, 299.425, 293.599, 293.105, 293.513, 298.723, 308.151, 301.65, 297.6, 296.388, 297.043, 302.356, 307.651, 295.785, 295.475, 296.025, 305.71, 296.201, 294.939, 295.813, 1.63001, 0.189468, 0.072621, 0.00655459, 291.655, 265.016, -30.7815, 9.8978, -14.4478, -8.03247, 13.7845, 0.0833954, -15.0424, -2.46694, 12.7846, -6.83513, -3.53215, -4.0616, -4.92907, 1.85105, -2.63997, -1.34679, -8.41027, -2.71966, -2.85567, -0.804728, -2.05731, -3.90609, 3.19586, -0.147211, -1.65979, -0.283368, -1.53075, -0.839561, -0.215614, -0.4214, 0.0190636, -0.880516, 0.390624, 0.669662, 0.02817, 0, 0.4684, 0, 0, 0, 0, 0, 0, 0.4001, 0, 0, 0.1666, 0.2155, 0, 0, 0.06469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
2, 0.0333333, 0.988484, 1, 0.198456, 0.181395, -0.963178, -0.0978569, 0.189148, -0.97706, -15.9807, 15.4491, 301.514, 0.173445, 0.0396489, 0.0131585, 172.537, 175.731, 180.431, 186.367, 198.252, 218.201, 239.233, 263.932, 291.409, 319.072, 345.539, 369.547, 388.858, 400.746, 406.95, 412.448, 416.438, 186.399, 203.207, 227.303, 251.559, 274.362, 316.642, 340.714, 363.673, 386.348, 402.454, 295.429, 295.243, 295.008, 294.963, 269.642, 281.598, 293.317, 305.877, 317.122, 214.567, 228.395, 244.711, 257.663, 243.381, 227.697, 330.528, 344.215, 360.425, 373.066, 360.654, 345.224, 245.524, 264.284, 281.03, 292.447, 304.863, 322.106, 338.756, 321.788, 304.693, 291.332, 278.696, 262.336, 253.371, 280.378, 292.307, 304.854, 331.084, 304.388, 291.65, 279.68, 195.612, 228.272, 259.993, 290.483, 320.631, 346.76, 368.358, 386.637, 391.984, 386.295, 368.297, 347.104, 322.783, 293.917, 262.853, 231.291, 199.855, 176.573, 163.112, 160.81, 165.707, 174.981, 175.454, 166.663, 163.586, 165.551, 176.718, 201.048, 219.992, 239.18, 259.352, 274.195, 278.821, 282.572, 279.335, 275.36, 201.785, 196.163, 196.051, 203.236, 208, 207.588, 204.554, 197.61, 198.337, 204.23, 209.774, 209.417, 314.328, 308.902, 306.931, 310.336, 307.675, 310.973, 316.296, 329.81, 335.546, 336.607, 335.294, 328.601, 315.401, 317.759, 319.273, 318.065, 317.063, 319.06, 320.483, 319.246, -101.836, -100.99, -99.0597, -95.2656, -85.3197, -69.4932, -53.556, -36.0406, -18.2225, -0.60224, 17.0624, 33.736, 46.8841, 54.264, 57.8541, 61.0937, 63.3075, -83.7432, -70.9314, -54.6642, -39.4102, -25.8439, -1.90651, 11.9054, 25.4836, 39.434, 50.3739, -13.9969, -13.9052, -13.8352, -13.6819, -29.2048, -22.1237, -15.3023, -8.11732, -1.6595, -64.7358, -55.5733, -45.4124, -37.5461, -46.2048, -56.0694, 6.29988, 14.4972, 24.2998, 32.2427, 24.4935, 15.1366, -46.1334, -33.2994, -22.8584, -16.138, -8.87859, 1.25748, 11.5577, 1.07825, -9.10177, -16.9792, -24.5115, -34.8132, -40.9225, -23.4158, -16.3514, -8.96039, 6.77457, -9.23835, -16.7047, -23.8247, -30.6536, -8.20943, 14.1902, 35.9886, 56.5051, 72.8794, 85.1133, 94.2584, 96.8673, 94.9683, 85.7136, 72.9265, 56.3652, 36.234, 15.2058, -5.75511, -26.3535, -39.7571, -46.696, -46.6989, -42.7802, -36.8188, -36.645, -42.1511, -44.5886, -44.2491, -38.6607, -22.1883, -11.238, -0.453786, 10.5755, 19.8312, 22.3648, 24.4148, 22.6078, 20.3856, -23.4639, -26.5946, -26.5089, -22.1431, -19.2973, -19.6887, -21.2103, -25.3783, -25.0442, -21.7339, -18.2109, -18.3522, 46.0418, 41.1799, 39.259, 41.1959, 39.6945, 42.3822, 47.0141, 54.1471, 56.8144, 57.2167, 56.5517, 53.4906, 46.3102, 45.9548, 46.8067, 46.1834, 47.1011, 46.7837, 47.4235, 46.8255, 345.296, 350.007, 354.877, 356.445, 350.394, 341.325, 331.546, 321.4, 318.677, 324.578, 334.044, 340.447, 340.44, 336.015, 332.687, 330.421, 328.229, 313.408, 303.663, 294.854, 287.914, 283.141, 283.865, 287.38, 291.757, 297.177, 305.466, 284.819, 280.832, 276.793, 273.238, 289.974, 288.054, 286.745, 287.377, 288.258, 306.999, 303.332, 301.587, 301.154, 301.524, 303.724, 299.19, 299.341, 300.556, 303.796, 301.244, 300.044, 309.72, 298.831, 293.279, 292.849, 293.271, 298.579, 308.102, 301.454, 297.315, 296.131, 296.722, 301.864, 307.091, 295.493, 295.223, 295.802, 305.602, 295.875, 294.617, 295.442, 1.63169, 0.198564, 0.0614975, 0.00851496, 293.568, 265.067, -29.8729, 8.59947, -15.0534, -7.56517, 11.5417, -0.54923, -14.7336, -2.15866, 13.0451, -7.07372, -4.38051, -3.75276, -5.45881, 2.05308, -2.32025, -1.27682, -8.34438, -3.16053, -3.05197, -0.94624, -1.8068, -3.43599, 3.12515, 0.0625623, -1.7176, -0.342793, -1.47043, -0.878473, -0.278703, -0.488234, -0.0640386, -0.941109, 0.340086, 0.67547, 0.03105, 0.05932, 0.4931, 0, 0, 0, 0, 0, 0, 0.3952, 0, 0.1983, 0.0783, 0.1769, 0, 0, 0.04257, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
3, 0.0666667, 0.98914, 1, 0.191283, 0.189038, -0.963159, -0.109956, 0.201578, -0.973281, -14.5884, 15.4475, 301.037, 0.172504, 0.0328088, 0.0146561, 174.572, 177.689, 182.322, 188.17, 199.977, 219.853, 240.912, 265.774, 293.335, 320.97, 347.37, 371.349, 390.705, 402.644, 408.879, 414.405, 418.402, 188.607, 205.438, 229.636, 253.999, 276.889, 318.93, 342.898, 365.774, 388.412, 404.547, 297.859, 297.749, 297.582, 297.592, 272.112, 284.098, 295.848, 308.393, 319.64, 216.79, 230.666, 247.034, 260.087, 245.741, 229.991, 332.822, 346.593, 362.808, 375.45, 363.041, 347.58, 247.894, 266.78, 283.616, 294.968, 307.289, 324.453, 341.033, 324.13, 307.116, 293.854, 281.291, 264.833, 255.8, 282.94, 294.794, 307.246, 333.364, 306.787, 294.159, 282.252, 195.253, 227.862, 259.542, 290.032, 320.271, 346.587, 368.441, 386.994, 392.48, 386.847, 368.869, 347.549, 323.073, 294.026, 262.787, 231.088, 199.511, 176.696, 163.163, 160.851, 165.735, 174.996, 175.46, 166.698, 163.636, 165.563, 176.732, 201.005, 219.973, 239.179, 259.385, 274.236, 278.873, 282.623, 279.357, 275.389, 201.844, 196.218, 196.104, 203.281, 208.062, 207.678, 204.555, 197.618, 198.367, 204.231, 209.802, 209.44, 314.481, 309.002, 306.946, 310.337, 307.651, 311, 316.377, 330.059, 335.816, 336.881, 335.605, 328.93, 315.56, 317.837, 319.328, 318.117, 317.155, 319.215, 320.631, 319.403, -100.098, -99.2878, -97.3967, -93.6906, -83.9162, -68.2605, -52.4013, -34.8389, -16.9941, 0.629982, 18.2986, 35.0082, 48.2242, 55.6419, 59.2427, 62.4845, 64.6821, -82.1642, -69.421, -53.1804, -37.9437, -24.3835, -0.607021, 13.1595, 26.7121, 40.6647, 51.644, -12.6001, -12.482, -12.3914, -12.2232, -27.7203, -20.6474, -13.8288, -6.66263, -0.207523, -63.2404, -54.0871, -43.9319, -36.0214, -44.7027, -54.5676, 7.66949, 15.9177, 25.7351, 33.6981, 25.9333, 16.5477, -44.5623, -31.7322, -21.2955, -14.6333, -7.44291, 2.65535, 12.9477, 2.48592, -7.64551, -15.4516, -22.9164, -33.2204, -39.3432, -21.8584, -14.8555, -7.53273, 8.15842, -7.80385, -15.1944, -22.2538, -30.7997, -8.46843, 13.8242, 35.5578, 56.1226, 72.6503, 85.1015, 94.4407, 97.1771, 95.3553, 86.158, 73.3235, 56.6596, 36.374, 15.1887, -5.89839, -26.6141, -39.5861, -46.5609, -46.5807, -42.6947, -36.7665, -36.6292, -42.1272, -44.5636, -44.2465, -38.6461, -22.1913, -11.2342, -0.453782, 10.5743, 19.8178, 22.3563, 24.4047, 22.5911, 20.3819, -23.3793, -26.5076, -26.4292, -22.0768, -19.226, -19.5953, -21.2013, -25.3687, -25.0286, -21.7378, -18.195, -18.3355, 46.0305, 41.1423, 39.1836, 41.1184, 39.6114, 42.3354, 47.0176, 54.2089, 56.8568, 57.2532, 56.5994, 53.5521, 46.3047, 45.9091, 46.7535, 46.1369, 47.1014, 46.7844, 47.4097, 46.8107, 344.151, 348.842, 353.712, 355.347, 349.583, 340.802, 331.287, 321.239, 318.655, 324.675, 334.286, 340.883, 341.024, 336.635, 333.279, 330.94, 328.662, 312.666, 302.983, 294.258, 287.447, 282.799, 283.771, 287.353, 291.784, 297.206, 305.415, 284.544, 280.481, 276.374, 272.746, 289.431, 287.552, 286.283, 287.005, 287.965, 306.368, 302.724, 301.044, 300.614, 300.992, 303.123, 299.069, 299.286, 300.585, 303.862, 301.261, 299.992, 309.008, 298.124, 292.649, 292.296, 292.763, 298.138, 307.799, 300.963, 296.697, 295.483, 296.007, 301.092, 306.41, 294.904, 294.683, 295.307, 305.238, 295.301, 293.993, 294.765, 1.63363, 0.198703, 0.0527181, 0.0103844, 295.831, 265.122, -28.9833, 7.86152, -15.0453, -6.63986, 10.3389, -0.837107, -14.6388, -1.97644, 12.9035, -7.57007, -4.66266, -3.53615, -5.45314, 2.0344, -2.54918, -1.68076, -8.2201, -3.11854, -3.06059, -0.809075, -1.68582, -3.42722, 3.09919, 0.11268, -1.83834, -0.285497, -1.37876, -0.888707, -0.281176, -0.536176, -0.0344892, -0.896783, 0.338163, 0.646424, 0.05168, 0.05932, 0.4278, 0, 0, 0, 0, 0, 0, 0.4186, 0, 0.2348, 0.08138, 0.184, 0, 0, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
4, 0.1, 0.989003, 1, 0.177711, 0.191719, -0.965227, -0.113083, 0.189245, -0.975397, -13.3708, 15.4344, 300.945, 0.171358, 0.0250638, 0.0165141, 176.121, 179.171, 183.755, 189.569, 201.397, 221.316, 242.479, 267.583, 295.229, 322.763, 348.957, 372.766, 392.057, 404.01, 410.28, 415.848, 419.879, 190.561, 207.539, 231.85, 256.255, 279.16, 321.402, 345.326, 368.093, 390.569, 406.502, 300.166, 300.149, 300.074, 300.164, 274.469, 286.456, 298.189, 310.68, 321.87, 218.815, 232.695, 249.091, 262.152, 247.803, 232.03, 334.883, 348.639, 364.827, 377.382, 365.051, 349.618, 250.135, 269.026, 285.859, 297.186, 309.445, 326.445, 342.72, 326.092, 309.253, 296.055, 283.527, 267.072, 258.097, 285.159, 296.98, 309.364, 335.078, 308.925, 296.37, 284.485, 195.047, 227.609, 259.243, 289.714, 320.031, 346.559, 368.691, 387.508, 393.1, 387.412, 369.324, 347.816, 323.206, 294.075, 262.78, 231.03, 199.439, 176.667, 163.119, 160.837, 165.733, 174.952, 175.44, 166.73, 163.691, 165.632, 176.821, 200.948, 219.879, 239.055, 259.246, 274.105, 278.734, 282.48, 279.216, 275.244, 201.75, 196.127, 196.012, 203.17, 207.979, 207.59, 204.442, 197.539, 198.293, 204.14, 209.722, 209.355, 314.677, 308.973, 306.818, 310.202, 307.516, 310.934, 316.529, 330.171, 335.886, 336.942, 335.684, 329.062, 315.716, 317.751, 319.223, 318.03, 317.272, 319.235, 320.656, 319.441, -98.7885, -98.0482, -96.1997, -92.5255, -82.7896, -67.1827, -51.338, -33.6735, -15.7904, 1.79542, 19.3771, 36.0175, 49.2208, 56.6434, 60.261, 63.5143, 65.7062, -80.7519, -68.0153, -51.8029, -36.6176, -23.0961, 0.795768, 14.5691, 28.104, 42.026, 52.9607, -11.2887, -11.1372, -11.0166, -10.8232, -26.3485, -19.2896, -12.4895, -5.3514, 1.07752, -61.9117, -52.8039, -42.6615, -34.7616, -43.43, -53.2807, 8.9107, 17.1637, 26.9901, 34.9313, 27.1862, 17.7923, -43.1149, -30.3545, -19.9687, -13.3309, -6.17853, 3.8428, 13.9895, 3.66716, -6.37774, -14.1486, -21.5832, -31.8363, -37.8828, -20.5374, -13.5628, -6.28096, 9.20476, -6.54098, -13.8918, -20.9274, -30.8653, -8.62674, 13.5869, 35.2661, 55.8646, 72.5439, 85.2254, 94.7617, 97.5948, 95.7868, 86.5402, 73.5935, 56.8359, 36.4596, 15.2057, -5.94374, -26.6832, -39.5113, -46.4967, -46.522, -42.6621, -36.7864, -36.6542, -42.1488, -44.5924, -44.2886, -38.6813, -22.2268, -11.2889, -0.522319, 10.5012, 19.7361, 22.2745, 24.3251, 22.516, 20.3086, -23.4037, -26.5356, -26.465, -22.1316, -19.2619, -19.6295, -21.2888, -25.4473, -25.1112, -21.8297, -18.2711, -18.4095, 46.0839, 41.0725, 39.0817, 41.0215, 39.5225, 42.2958, 47.1223, 54.28, 56.9004, 57.2815, 56.621, 53.5712, 46.3363, 45.8316, 46.6754, 46.0802, 47.1733, 46.7991, 47.4169, 46.8113, 343.305, 348.111, 353.039, 354.692, 349.019, 340.392, 331.124, 321.208, 318.728, 324.895, 334.588, 341.292, 341.539, 337.121, 333.744, 331.327, 328.929, 311.931, 302.395, 293.835, 287.221, 282.765, 283.878, 287.628, 292.181, 297.766, 306.126, 284.583, 280.519, 276.432, 272.818, 289.346, 287.53, 286.311, 287.079, 288.112, 305.934, 302.412, 300.82, 300.456, 300.773, 302.833, 299.356, 299.655, 301.046, 304.377, 301.727, 300.363, 308.557, 297.743, 292.447, 292.17, 292.69, 298.136, 307.872, 300.985, 296.709, 295.442, 295.875, 300.752, 305.987, 294.732, 294.582, 295.273, 305.241, 295.317, 293.945, 294.63, 1.6338, 0.198112, 0.0439513, 0.0125216, 297.837, 265.117, -29.2753, 8.08003, -15.2812, -6.13275, 9.70212, -1.20058, -14.5641, -1.88055, 13.1706, -8.18958, -4.7696, -3.60339, -5.67528, 2.00701, -2.11231, -1.75697, -8.28477, -3.02788, -3.02293, -0.793212, -1.88225, -3.33073, 3.15144, 0.0386114, -1.95185, -0.379909, -1.29536, -0.833179, -0.343771, -0.482816, -0.0787936, -0.968997, 0.370228, 0.601713, 0.03001, 0.07637, 0.3381, 0, 0, 0, 0, 0, 0, 0.2889, 0, 0.1101, 0.09644, 0.1892, 0, 0, 0.01131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
5, 0.133333, 0.989159, 1, 0.178227, 0.186562, -0.966142, -0.119081, 0.191896, -0.974164, -12.4288, 15.2915, 300.749, 0.166432, 0.0193781, 0.0190837, 177.47, 180.399, 184.877, 190.623, 202.451, 222.395, 243.562, 268.69, 296.312, 323.805, 349.951, 373.774, 393.093, 405.12, 411.464, 417.072, 421.122, 192.201, 209.26, 233.704, 258.191, 281.108, 323.377, 347.215, 369.904, 392.282, 408.051, 302.082, 302.08, 302.024, 302.125, 276.254, 288.232, 299.94, 312.394, 323.547, 220.393, 234.325, 250.754, 263.805, 249.432, 233.625, 336.691, 350.449, 366.631, 379.097, 366.819, 351.39, 251.797, 270.67, 287.535, 298.829, 311.041, 327.935, 343.958, 327.51, 310.747, 297.595, 285.082, 268.635, 259.813, 286.784, 298.575, 310.907, 336.33, 310.48, 297.967, 286.104, 194.871, 227.435, 259.101, 289.609, 320.042, 346.667, 368.887, 387.778, 393.418, 387.736, 369.543, 347.947, 323.297, 294.153, 262.88, 231.147, 199.619, 176.29, 162.668, 160.373, 165.322, 174.615, 175.178, 166.469, 163.431, 165.384, 176.648, 200.602, 219.451, 238.542, 258.659, 273.687, 278.311, 282.042, 278.831, 274.895, 201.341, 195.683, 195.579, 202.774, 207.578, 207.169, 204.138, 197.25, 198.033, 203.936, 209.488, 209.09, 314.578, 308.626, 306.368, 309.782, 307.102, 310.668, 316.562, 330.222, 335.945, 336.981, 335.707, 329.031, 315.561, 317.455, 318.927, 317.78, 317.238, 319.161, 320.568, 319.343, -97.6647, -97.0133, -95.246, -91.6274, -81.919, -66.3369, -50.5565, -32.9378, -15.0915, 2.47137, 20.0327, 36.6986, 49.9346, 57.4105, 61.0872, 64.3786, 66.5796, -79.6102, -66.9072, -50.6865, -35.5091, -22.0148, 1.92071, 15.6831, 29.2141, 43.1256, 53.9996, -10.2034, -10.0566, -9.93965, -9.752, -25.295, -18.2583, -11.4831, -4.36642, 2.04372, -60.8873, -51.7791, -41.6395, -33.7536, -42.4273, -52.2761, 10.0025, 18.2688, 28.115, 36.0282, 28.2904, 18.8766, -42.0042, -29.325, -18.9622, -12.3566, -5.23996, 4.72761, 14.7413, 4.51929, -5.48984, -13.2346, -20.6493, -30.8548, -36.7616, -19.5552, -12.6096, -5.36538, 9.9616, -5.62192, -12.9473, -19.9597, -30.9233, -8.7322, 13.4638, 35.1344, 55.7805, 72.4957, 85.247, 94.8635, 97.7441, 95.9664, 86.6456, 73.6695, 56.9055, 36.5244, 15.2815, -5.87108, -26.5873, -39.687, -46.7228, -46.7694, -42.9024, -37.0104, -36.8672, -42.3728, -44.8241, -44.5184, -38.8525, -22.4357, -11.5321, -0.806275, 10.1798, 19.479, 22.0188, 24.0669, 22.291, 20.1065, -23.6313, -26.7839, -26.7113, -22.3599, -19.493, -19.8703, -21.4907, -25.6493, -25.3029, -21.9861, -18.4369, -18.5882, 45.9299, 40.7959, 38.7643, 40.7285, 39.2451, 42.1061, 47.1094, 54.2965, 56.9279, 57.285, 56.5978, 53.4807, 46.1519, 45.5994, 46.4519, 45.8963, 47.1164, 46.7449, 47.3456, 46.7207, 342.611, 347.467, 352.441, 354.111, 348.445, 339.822, 330.704, 320.967, 318.554, 324.791, 334.428, 341.23, 341.582, 337.234, 333.943, 331.601, 329.204, 311.467, 302.093, 293.679, 287.247, 283.021, 284.374, 288.129, 292.705, 298.316, 306.638, 284.731, 280.595, 276.466, 272.782, 289.115, 287.368, 286.222, 287.025, 288.097, 305.639, 302.182, 300.664, 300.326, 300.613, 302.612, 299.632, 299.993, 301.46, 304.824, 302.123, 300.683, 307.934, 297.235, 292.041, 291.828, 292.427, 297.914, 307.654, 300.904, 296.668, 295.343, 295.684, 300.349, 305.394, 294.361, 294.27, 295.038, 305.008, 295.253, 293.823, 294.421, 1.63434, 0.194044, 0.0376587, 0.0153247, 299.38, 264.929, -29.8762, 8.31861, -15.4092, -5.6411, 9.26466, -1.83414, -14.3936, -1.89396, 13.3558, -8.53095, -4.44807, -3.43921, -5.5144, 2.09636, -1.96411, -2.0429, -8.48007, -2.99236, -2.94761, -0.670898, -2.00197, -3.40242, 3.23569, 0.0728315, -1.80845, -0.451847, -1.24241, -0.877751, -0.396246, -0.538776, -0.0657395, -0.914811, 0.408544, 0.648321, 0.04055, 0.03241, 0.4057, 0, 0, 0, 0, 0, 0, 0.1822, 0, 0.03658, 0.08865, 0.1997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
